id,COUNTRY,X,Y,DEM,ECO_NAME,BIOME_NAME,REALM,ECO_BIOME_
9506a,Hungary,5158500,2878500,677,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9507a,Hungary,5173500,2878500,371,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9508a,Hungary,5159500,2878500,530,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9509a,Hungary,5163500,2878500,316,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9510a,Hungary,4899500,2707500,368,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9511a,Hungary,5159500,2888500,457,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9512a,Hungary,4909500,2696500,298,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9513a,Hungary,4834500,2632500,212,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9514a,Hungary,5159500,2856500,367,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9515a,Hungary,4858500,2664500,188,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9516a,Hungary,4900500,2717500,318,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9517a,Hungary,4839500,2653500,208,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9518a,Hungary,5165500,2877500,483,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9519a,Hungary,5155500,2877500,655,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9520a,Hungary,5169500,2877500,298,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9521a,Hungary,4906500,2716500,613,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9522a,Hungary,5157500,2876500,568,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9523a,Hungary,5161500,2876500,593,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9524a,Hungary,4901500,2705500,398,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9525a,Hungary,5158500,2886500,503,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9526a,Hungary,4846500,2630500,234,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9527a,Hungary,4898500,2715500,376,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9528a,Hungary,4902500,2715500,345,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9529a,Hungary,4894500,2704500,300,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9530a,Hungary,4852500,2661500,224,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9531a,Hungary,4905500,2714500,440,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9532a,Hungary,5163500,2874500,507,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9533a,Hungary,5159500,2874500,471,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9534a,Hungary,4909500,2724500,316,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9535a,Hungary,4904500,2713500,317,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9536a,Hungary,4901500,2713500,414,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9537a,Hungary,4900500,2713500,385,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9538a,Hungary,4905500,2713500,330,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9539a,Hungary,4840500,2649500,285,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9540a,Hungary,5165500,2873500,369,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9541a,Hungary,4910500,2702500,402,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9542a,Hungary,4845500,2638500,262,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9543a,Hungary,5163500,2893500,647,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9544a,Hungary,4906500,2701500,407,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9545a,Hungary,5172500,2882500,304,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9546a,Hungary,5162500,2882500,253,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9547a,Hungary,4903500,2711500,410,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9548a,Hungary,5159500,2892500,586,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9549a,Hungary,4918500,2721500,437,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9550a,Hungary,4857500,2657500,285,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9551a,Hungary,5168500,2881500,302,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9552a,Hungary,5154500,2881500,491,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9553a,Hungary,5164500,2881500,346,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9554a,Hungary,5160500,2870500,586,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9555a,Hungary,5159500,2870500,513,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9556a,Hungary,4839500,2635500,214,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9557a,Hungary,4835500,2635500,235,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9558a,Hungary,5160500,2880500,455,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9559a,Hungary,5156500,2880500,564,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9560a,Hungary,5101500,2837500,307,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9561a,Hungary,4901500,2709500,450,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9562a,Hungary,5157500,2890000,376,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9563a,Hungary,4838500,2633500,263,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9564a,Hungary,5157500,2857500,447,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9565a,Hungary,4805500,2665500,282,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9566a,Hungary,4838000,2633000,273,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9567a,Hungary,4903500,2707500,384,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9568a,Hungary,4898500,2696500,428,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9569a,Hungary,4914500,2717500,457,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9570a,Hungary,4904500,2717500,426,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9571a,Hungary,4906500,2706500,622,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9572a,Hungary,4914500,2706500,552,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9573a,Hungary,4910500,2716500,515,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9574a,Hungary,4906500,2705500,610,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9575a,Hungary,5156500,2865500,513,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9576a,Hungary,4992500,2779500,305,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9577a,Hungary,4893500,2704500,338,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9578a,Hungary,4908500,2704500,490,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9579a,Hungary,5162500,2864500,400,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9580a,Hungary,4909500,2714500,536,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9581a,Hungary,4908500,2714500,465,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9582a,Hungary,4808500,2649500,240,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9583a,Hungary,5155500,2873500,487,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9584a,Hungary,5161500,2894500,689,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9585a,Hungary,4911500,2722500,394,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9586a,Hungary,4912500,2722500,330,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9587a,Hungary,4847500,2658500,273,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9588a,Hungary,5158500,2882500,361,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9589a,Hungary,4899500,2711500,417,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9590a,Hungary,5164500,2871500,439,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9591a,Hungary,5163500,2892500,537,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9592a,Hungary,5172500,2881500,424,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9593a,Hungary,4914500,2720500,460,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9594a,Hungary,4906500,2720500,374,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9630a,Romania,5437500,2762500,662,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9632a,Romania,5460500,2698500,596,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9634a,Romania,5509500,2634500,835,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9635a,Romania,5228500,2634500,473,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9645a,Romania,5285500,2666500,738,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9646a,Romania,5502500,2666500,605,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9648a,Romania,5257500,2538500,499,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9649a,Romania,5238500,2538500,453,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9655a,Romania,5289500,2495500,890,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9658a,Romania,5262500,2719500,556,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9659a,Romania,5325500,2719500,698,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9664a,Romania,5279500,2591500,645,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9668a,Romania,5252500,2708500,176,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9669a,Romania,5270500,2708500,670,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9671a,Romania,5419500,2644500,430,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9674a,Romania,5342500,2580500,484,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9678a,Romania,5267500,2548500,506,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9680a,Romania,5253500,2484500,286,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9682a,Romania,5343500,2825500,740,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9685a,Romania,5278500,2697500,604,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9686a,Romania,5478500,2697500,691,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9688a,Romania,5301500,2633500,513,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9691a,Romania,5264500,2633500,461,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9693a,Romania,5300500,2857500,276,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9699a,Romania,5275500,2537500,773,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9700a,Romania,5279500,2473500,666,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9704a,Romania,5281500,2494500,965,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9708a,Romania,5412500,2782500,613,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9711a,Romania,5271500,2590500,472,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9718a,Romania,5320500,2526500,495,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9719a,Romania,5257500,2526500,618,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9721a,Romania,5256500,2750500,539,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9722a,Romania,5260500,2686500,529,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9724a,Romania,5242500,2686500,329,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9729a,Romania,5265500,2515500,918,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9731a,Romania,5247500,2515500,744,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9734a,Romania,5269500,2675500,582,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9735a,Romania,5450500,2675500,383,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9736a,Romania,5289500,2483500,860,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9737a,Romania,5226500,2483500,337,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9741a,Romania,5320500,2632500,619,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9742a,Romania,5238500,2632500,360,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9746a,Romania,5323500,2792500,560,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9751a,Romania,5344500,2600500,850,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9753a,Romania,5330500,2536500,1113,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9758a,Romania,5300500,2493500,416,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9759a,Romania,5349500,2781500,417,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9764a,Romania,5343500,2813500,278,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9766a,Romania,5478500,2685500,666,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9769a,Romania,5462500,2706500,501,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9770a,Romania,5499500,2706500,837,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9771a,Romania,5548500,2642500,900,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9772a,Romania,5348500,2642500,884,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9774a,Romania,5285500,2642500,376,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9776a,Romania,5456500,2738500,672,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9779a,Romania,5442500,2674500,500,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9780a,Romania,5523500,2674500,770,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9783a,Romania,5273500,2610500,220,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9785a,Romania,5263500,2482500,559,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9790a,Romania,5247500,2503500,953,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9795a,Romania,5269500,2663500,406,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9797a,Romania,5241500,2535500,443,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9798a,Romania,5290500,2471500,365,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9800a,Romania,5310500,2492500,412,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9801a,Romania,5323500,2780500,347,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9803a,Romania,5330500,2524500,437,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9805a,Romania,5267500,2524500,1362,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9808a,Romania,5248500,2748500,269,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9809a,Romania,5253500,2684500,587,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9813a,Romania,5290500,2577500,617,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9815a,Romania,5257500,2513500,746,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9821a,Romania,5251500,2545500,332,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9822a,Romania,5300500,2481500,110,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9823a,Romania,5237500,2481500,378,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9824a,Romania,5376500,2758500,476,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9825a,Romania,5363500,2694500,536,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9826a,Romania,5249500,2630500,276,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9827a,Romania,5330500,2630500,580,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9829a,Romania,5321500,2502500,493,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9831a,Romania,5257500,2726500,586,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9832a,Romania,5456500,2726500,655,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9834a,Romania,5505500,2662500,521,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9840a,Romania,5266500,2491500,476,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9843a,Romania,5265500,2715500,678,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9850a,Romania,5275500,2619500,293,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9851a,Romania,5261500,2555500,288,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9855a,Romania,5472500,2704500,569,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9856a,Romania,5296500,2640500,787,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9857a,Romania,5259500,2640500,566,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9863a,Romania,5452500,2672500,553,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9864a,Romania,5253500,2672500,435,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9867a,Romania,5269500,2544500,757,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9868a,Romania,5274500,2480500,697,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9869a,Romania,5292500,2480500,543,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9871a,Romania,5250500,2757500,254,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9873a,Romania,5255500,2693500,239,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9874a,Romania,5504500,2629500,757,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9875a,Romania,5286500,2629500,445,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9876a,Romania,5223500,2629500,251,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9878a,Romania,5290500,2565500,501,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9880a,Romania,5257500,2501500,727,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9881a,Romania,5294500,2501500,196,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9883a,Romania,5407500,2789500,478,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9884a,Romania,5442500,2661500,592,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9885a,Romania,5265500,2597500,249,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9889a,Romania,5233500,2533500,355,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9890a,Romania,5284500,2490500,1011,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9892a,Romania,5271500,2778500,247,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9893a,Romania,5334500,2778500,276,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9895a,Romania,5306500,2650500,444,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9896a,Romania,5274500,2586500,1079,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9897a,Romania,5278500,2522500,781,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9901a,Romania,5277500,2746500,446,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9902a,Romania,5259500,2746500,652,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9904a,Romania,5263500,2682500,601,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9908a,Romania,5360500,2767500,352,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9909a,Romania,5233500,2639500,357,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9912a,Romania,5268500,2511500,516,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9914a,Romania,5471500,2671500,532,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9916a,Romania,5508500,2671500,557,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9917a,Romania,5243500,2543500,388,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9918a,Romania,5361500,2543500,447,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9919a,Romania,5262500,2543500,591,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9920a,Romania,5248500,2479500,646,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9925a,Romania,5259500,2628500,289,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9930a,Romania,5295500,2852500,267,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9931a,Romania,5253500,2660500,196,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9935a,Romania,5274500,2468500,207,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9937a,Romania,5257500,2713500,323,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9941a,Romania,5296500,2521500,675,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9942a,Romania,5315500,2521500,859,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9944a,Romania,5252500,2521500,710,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9947a,Romania,5436500,2681500,459,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9950a,Romania,5276500,2489500,910,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9952a,Romania,5334500,2766500,448,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9953a,Romania,5270500,2638500,496,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9957a,Romania,5463500,2670500,544,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9958a,Romania,5263500,2670500,660,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9959a,Romania,5363500,2670500,529,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9960a,Romania,5526500,2670500,632,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9961a,Romania,5544500,2670500,906,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9962a,Romania,5349500,2606500,613,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9966a,Romania,5284500,2478500,571,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9971a,Romania,5396500,2627500,576,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9972a,Romania,5305500,2499500,630,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9975a,Romania,5436500,2787500,855,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9976a,Romania,5417500,2787500,657,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9978a,Romania,5276500,2595500,327,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9979a,Romania,5339500,2595500,751,Pannonian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
